province,max,min,rain,humidi,date
Ho Chi Minh City,37,24,0,55,2/13/2013
Ho Chi Minh City,33,24,3.2,66,2/13/2014
Ho Chi Minh City,33,22,0,58,2/13/2015
Ho Chi Minh City,35,25,0.2,64,2/13/2016
Ho Chi Minh City,34,22,0,53,2/13/2017
Ho Chi Minh City,34,23,0,52,2/13/2018
Ho Chi Minh City,35,25,0,51,2/13/2019
Ho Chi Minh City,36,25,0,63,2/13/2020
Ho Chi Minh City,32,22,0,65,2/13/2021
Ho Chi Minh City,35,24,2.3,69,2/14/2009
Ho Chi Minh City,37,25,0,53,2/14/2010
Ho Chi Minh City,36,23,0.2,65,2/14/2011
Ho Chi Minh City,34,24,0,68,2/14/2012
Ho Chi Minh City,37,26,0.6,58,2/14/2013
Ho Chi Minh City,35,24,0,62,2/14/2014
Ho Chi Minh City,33,22,0,62,2/14/2015
Ho Chi Minh City,36,25,0,63,2/14/2016
Ho Chi Minh City,32,22,0,56,2/14/2017
Ho Chi Minh City,35,24,0,56,2/14/2018
Ho Chi Minh City,35,25,0,52,2/14/2019
Ho Chi Minh City,34,24,0,69,2/14/2020
Ho Chi Minh City,31,22,0.4,67,2/14/2021
Ho Chi Minh City,34,24,0,62,1/27/2009
Ho Chi Minh City,35,24,0.2,58,1/27/2010
Ho Chi Minh City,34,23,3.9,72,1/27/2011
Ho Chi Minh City,33,24,1.9,70,1/27/2012
Ho Chi Minh City,33,23,0,67,1/27/2013
Ho Chi Minh City,32,21,0,66,1/27/2014
Ho Chi Minh City,35,23,0,57,1/27/2015
Ho Chi Minh City,34,25,0,56,1/27/2016
Ho Chi Minh City,32,22,0.1,62,1/27/2017
Ho Chi Minh City,33,26,0.1,67,1/27/2018
Ho Chi Minh City,34,24,0,56,1/27/2019
Ho Chi Minh City,33,24,0,69,1/27/2020
Ho Chi Minh City,34,24,0,60,1/27/2021
Ho Chi Minh City,32,25,6,72,2/10/2009
Ho Chi Minh City,36,25,0,59,2/10/2010
Ho Chi Minh City,35,21,0,63,2/10/2011
Ho Chi Minh City,34,24,5.2,69,2/10/2012
Ho Chi Minh City,35,25,0,60,2/10/2013
Ho Chi Minh City,37,23,0,67,2/10/2014
Ho Chi Minh City,34,21,0,53,2/10/2015
Ho Chi Minh City,36,24,0,60,2/10/2016
Ho Chi Minh City,34,23,0,64,2/10/2017
Ho Chi Minh City,33,23,0,67,2/10/2018
Ho Chi Minh City,35,24,0,59,2/10/2019
Ho Chi Minh City,32,24,0,57,2/10/2020
Ho Chi Minh City,33,24,0,64,2/10/2021
Ho Chi Minh City,35,25,1.4,65,2/17/2009
Ho Chi Minh City,37,25,0,54,2/17/2010
Ho Chi Minh City,37,24,0.4,67,2/17/2011
Ho Chi Minh City,33,24,36.5,76,2/17/2012
Ho Chi Minh City,39,25,0,55,2/17/2013
Ho Chi Minh City,35,23,0,65,2/17/2014
Ho Chi Minh City,35,23,0,59,2/17/2015
Ho Chi Minh City,35,25,0,55,2/17/2016
Ho Chi Minh City,32,22,0,61,2/17/2017
Ho Chi Minh City,35,25,0,63,2/17/2018
Ho Chi Minh City,35,25,0,64,2/17/2019
Ho Chi Minh City,35,26,0.4,60,2/17/2020
Ho Chi Minh City,34,23,0,60,2/17/2021
Ho Chi Minh City,36,24,1.7,72,2/16/2009
Ho Chi Minh City,38,25,0,52,2/16/2010
Ho Chi Minh City,36,24,0.2,65,2/16/2011
Ho Chi Minh City,34,24,0.6,76,2/16/2012
Ho Chi Minh City,37,25,0.3,56,2/16/2013
Ho Chi Minh City,36,23,0,63,2/16/2014
Ho Chi Minh City,34,22,0,67,2/16/2015
Ho Chi Minh City,35,25,0,53,2/16/2016
Ho Chi Minh City,33,22,0,56,2/16/2017
Ho Chi Minh City,36,24,0,67,2/16/2018
Ho Chi Minh City,35,25,0,56,2/16/2019
Ho Chi Minh City,36,25,0,66,2/16/2020
Ho Chi Minh City,34,22,0,64,2/16/2021
Ho Chi Minh City,35,26,0,60,2/19/2009
Ho Chi Minh City,34,26,0,58,2/19/2010
Ho Chi Minh City,36,24,3.2,69,2/19/2011
Ho Chi Minh City,32,22,0.8,66,2/19/2012
Ho Chi Minh City,37,24,0,60,2/19/2013
Ho Chi Minh City,35,23,0.9,70,2/19/2014
Ho Chi Minh City,34,24,0.4,61,2/19/2015
Ho Chi Minh City,36,24,0,54,2/19/2016
Ho Chi Minh City,33,24,2.4,66,2/19/2017
Ho Chi Minh City,35,26,0,59,2/19/2018
Ho Chi Minh City,34,25,0,68,2/19/2019
Ho Chi Minh City,37,24,0,49,2/19/2020
Ho Chi Minh City,35,23,0,50,2/19/2021
Ho Chi Minh City,36,26,0.2,61,2/20/2009
Ho Chi Minh City,38,25,0,58,2/20/2010
Ho Chi Minh City,35,24,3.7,70,2/20/2011
Ho Chi Minh City,33,22,0.1,64,2/20/2012
Ho Chi Minh City,36,24,0,60,2/20/2013
Ho Chi Minh City,35,23,0,61,2/20/2014
Ho Chi Minh City,35,24,0,59,2/20/2015
Ho Chi Minh City,36,24,0,52,2/20/2016
Ho Chi Minh City,32,25,0.4,68,2/20/2017
Ho Chi Minh City,36,25,0,56,2/20/2018
Ho Chi Minh City,35,26,0,64,2/20/2019
Ho Chi Minh City,35,24,0,53,2/20/2020
Ho Chi Minh City,35,24,0,54,2/20/2021
Ho Chi Minh City,37,26,0,58,2/21/2009
Ho Chi Minh City,34,25,7.9,65,2/21/2010
Ho Chi Minh City,34,24,1.6,68,2/21/2011
Ho Chi Minh City,33,25,19.7,75,2/21/2012
Ho Chi Minh City,36,24,0,55,2/21/2013
Ho Chi Minh City,35,24,2.7,63,2/21/2014
Ho Chi Minh City,35,24,0,64,2/21/2015
Ho Chi Minh City,35,24,0,54,2/21/2016
Ho Chi Minh City,34,25,10.5,68,2/21/2017
Ho Chi Minh City,35,25,0,59,2/21/2018
Ho Chi Minh City,36,26,0,62,2/21/2019
Ho Chi Minh City,36,25,0,49,2/21/2020
Ho Chi Minh City,35,24,0,56,2/21/2021
Ho Chi Minh City,37,26,0,56,2/22/2009
Ho Chi Minh City,33,24,1.5,67,2/22/2010
Ho Chi Minh City,31,24,0.2,70,2/22/2011
Ho Chi Minh City,32,25,9.9,77,2/22/2012
Ho Chi Minh City,26,24,14.5,75,2/22/2013
Ho Chi Minh City,35,24,0,62,2/22/2014
Ho Chi Minh City,34,24,0,64,2/22/2015
Ho Chi Minh City,36,24,0,61,2/22/2016
Ho Chi Minh City,35,25,0,66,2/22/2017
Ho Chi Minh City,36,26,0,57,2/22/2018
Ho Chi Minh City,33,26,0,67,2/22/2019
Ho Chi Minh City,36,25,0,48,2/22/2020
Ho Chi Minh City,34,22,0,61,2/22/2021
Ho Chi Minh City,34,26,0,57,2/23/2009
Ho Chi Minh City,36,27,0,58,2/23/2010
Ho Chi Minh City,36,23,0.1,64,2/23/2011
Ho Chi Minh City,35,24,0,74,2/23/2012
Ho Chi Minh City,33,23,0.8,69,2/23/2013
Ho Chi Minh City,34,24,0,62,2/23/2014
Ho Chi Minh City,34,24,0,66,2/23/2015
Ho Chi Minh City,36,24,0,60,2/23/2016
Ho Chi Minh City,35,25,0,66,2/23/2017
Ho Chi Minh City,36,26,0,53,2/23/2018
Ho Chi Minh City,34,25,0,62,2/23/2019
Ho Chi Minh City,37,24,0,45,2/23/2020
Ho Chi Minh City,35,22,0,65,2/23/2021
Ho Chi Minh City,37,26,1.1,57,2/24/2009
Ho Chi Minh City,36,24,0,60,2/24/2010
Ho Chi Minh City,36,23,0,61,2/24/2011
Ho Chi Minh City,36,24,0,74,2/24/2012
Ho Chi Minh City,36,25,2.5,63,2/24/2013
Ho Chi Minh City,35,23,0,61,2/24/2014
Ho Chi Minh City,33,24,0.4,69,2/24/2015
Ho Chi Minh City,35,25,0,49,2/24/2016
Ho Chi Minh City,35,25,0,63,2/24/2017
Ho Chi Minh City,37,26,0,50,2/24/2018
Ho Chi Minh City,35,25,0,62,2/24/2019
Ho Chi Minh City,36,24,0,49,2/24/2020
Ho Chi Minh City,35,23,0,64,2/24/2021
Ho Chi Minh City,35,28,0,55,2/26/2009
Ho Chi Minh City,37,25,0,59,2/26/2010
Ho Chi Minh City,37,24,0,62,2/26/2011
Ho Chi Minh City,35,25,4.1,73,2/26/2012
Ho Chi Minh City,37,26,0,56,2/26/2013
Ho Chi Minh City,36,23,0,64,2/26/2014
Ho Chi Minh City,35,24,0,64,2/26/2015
Ho Chi Minh City,35,25,0.1,51,2/26/2016
Ho Chi Minh City,34,25,14.7,67,2/26/2017
Ho Chi Minh City,37,26,0,52,2/26/2018
Ho Chi Minh City,35,25,0,56,2/26/2019
Ho Chi Minh City,36,25,0,54,2/26/2020
Ho Chi Minh City,36,25,0,65,2/26/2021
Ho Chi Minh City,33,26,3.9,65,2/27/2009
Ho Chi Minh City,37,25,0,61,2/27/2010
Ho Chi Minh City,34,24,0.2,62,2/27/2011
Ho Chi Minh City,35,25,2,69,2/27/2012
Ho Chi Minh City,37,26,0,58,2/27/2013
Ho Chi Minh City,38,24,0,60,2/27/2014
Ho Chi Minh City,35,25,0.1,65,2/27/2015
Ho Chi Minh City,36,25,0,50,2/27/2016
Ho Chi Minh City,34,25,0.1,61,2/27/2017
Ho Chi Minh City,36,26,0,53,2/27/2018
Ho Chi Minh City,37,25,0,54,2/27/2019
Ho Chi Minh City,36,26,0,49,2/27/2020
Ho Chi Minh City,35,24,0,64,2/27/2021
Ho Chi Minh City,28,24,14.6,82,2/28/2009
Ho Chi Minh City,37,25,0,60,2/28/2010
Ho Chi Minh City,36,24,0.1,65,2/28/2011
Ho Chi Minh City,35,25,2,66,2/28/2012
Ho Chi Minh City,37,25,0,64,2/28/2013
Ho Chi Minh City,36,23,0,62,2/28/2014
Ho Chi Minh City,35,26,0,65,2/28/2015
Ho Chi Minh City,35,25,0,53,2/28/2016
Ho Chi Minh City,35,25,0,57,2/28/2017
Ho Chi Minh City,37,26,0,55,2/28/2018
Ho Chi Minh City,36,25,0,58,2/28/2019
Ho Chi Minh City,36,25,0,53,2/28/2020
Ho Chi Minh City,35,25,0,62,2/28/2021
Ho Chi Minh City,33,23,3.5,69,3/1/2009
Ho Chi Minh City,37,25,0,57,3/1/2010
Ho Chi Minh City,36,23,0.5,69,3/1/2011
Ho Chi Minh City,35,25,5,70,3/1/2012
Ho Chi Minh City,37,25,0,67,3/1/2013
Ho Chi Minh City,37,23,0,67,3/1/2014
Ho Chi Minh City,36,25,0,59,3/1/2015
Ho Chi Minh City,36,24,0,50,3/1/2016
Ho Chi Minh City,35,26,2.4,56,3/1/2017
Ho Chi Minh City,34,26,0,62,3/1/2018
Ho Chi Minh City,36,26,0,59,3/1/2019
Ho Chi Minh City,36,25,0,61,3/1/2020
Ho Chi Minh City,35,26,0.5,60,3/1/2021
Ho Chi Minh City,35,25,0,60,3/2/2009
Ho Chi Minh City,35,25,0,59,3/2/2010
Ho Chi Minh City,34,24,1.3,68,3/2/2011
Ho Chi Minh City,37,26,0,65,3/2/2012
Ho Chi Minh City,37,25,0,64,3/2/2013
Ho Chi Minh City,37,23,0,67,3/2/2014
Ho Chi Minh City,35,25,0,59,3/2/2015
Ho Chi Minh City,35,25,0,54,3/2/2016
Ho Chi Minh City,34,24,3.8,61,3/2/2017
Ho Chi Minh City,34,26,0,67,3/2/2018
Ho Chi Minh City,36,25,0,59,3/2/2019
Ho Chi Minh City,36,26,0,58,3/2/2020
Ho Chi Minh City,35,25,0.6,65,3/2/2021
Ho Chi Minh City,37,26,0.4,59,2/25/2009
Ho Chi Minh City,38,24,0,60,2/25/2010
Ho Chi Minh City,36,24,0,64,2/25/2011
Ho Chi Minh City,35,25,1,73,2/25/2012
Ho Chi Minh City,36,26,0.1,60,2/25/2013
Ho Chi Minh City,36,23,0,63,2/25/2014
Ho Chi Minh City,34,24,0,68,2/25/2015
Ho Chi Minh City,35,25,0,49,2/25/2016
Ho Chi Minh City,34,26,3.2,62,2/25/2017
Ho Chi Minh City,37,25,0,54,2/25/2018
Ho Chi Minh City,35,25,0,58,2/25/2019
Ho Chi Minh City,36,25,0,52,2/25/2020
Ho Chi Minh City,37,23,0,65,2/25/2021
Ho Chi Minh City,33,23,0,64,2/4/2009
Ho Chi Minh City,36,24,0,57,2/4/2010
Ho Chi Minh City,34,23,0,66,2/4/2011
Ho Chi Minh City,33,24,0.7,68,2/4/2012
Ho Chi Minh City,36,26,0,58,2/4/2013
Ho Chi Minh City,32,22,0,69,2/4/2014
Ho Chi Minh City,33,23,0,56,2/4/2015
Ho Chi Minh City,35,26,0,53,2/4/2016
Ho Chi Minh City,32,25,5.8,75,2/4/2017
Ho Chi Minh City,34,24,0,53,2/4/2018
Ho Chi Minh City,33,25,0,65,2/4/2019
Ho Chi Minh City,35,24,0,56,2/4/2020
Ho Chi Minh City,35,24,0,57,2/4/2021
Ho Chi Minh City,35,26,1.2,64,3/4/2009
Ho Chi Minh City,34,26,0.1,63,3/4/2010
Ho Chi Minh City,34,24,0.3,62,3/4/2011
Ho Chi Minh City,34,25,0,63,3/4/2012
Ho Chi Minh City,37,26,4.8,59,3/4/2013
Ho Chi Minh City,37,23,0,67,3/4/2014
Ho Chi Minh City,35,25,0.1,66,3/4/2015
Ho Chi Minh City,35,25,0,57,3/4/2016
Ho Chi Minh City,35,24,0,60,3/4/2017
Ho Chi Minh City,37,26,0,65,3/4/2018
Ho Chi Minh City,35,25,0,60,3/4/2019
Ho Chi Minh City,36,26,0,58,3/4/2020
Ho Chi Minh City,36,26,0,53,3/4/2021
Ho Chi Minh City,32,26,17.1,80,3/6/2009
Ho Chi Minh City,39,27,0,54,3/6/2010
Ho Chi Minh City,35,24,0.5,63,3/6/2011
Ho Chi Minh City,35,26,0.1,71,3/6/2012
Ho Chi Minh City,37,26,0,55,3/6/2013
Ho Chi Minh City,35,23,0,66,3/6/2014
Ho Chi Minh City,35,25,0,63,3/6/2015
Ho Chi Minh City,37,25,0,59,3/6/2016
Ho Chi Minh City,35,24,0,67,3/6/2017
Ho Chi Minh City,36,25,0,61,3/6/2018
Ho Chi Minh City,37,24,0,63,3/6/2019
Ho Chi Minh City,34,25,0,58,3/6/2020
Ho Chi Minh City,37,25,0,59,3/6/2021
Ho Chi Minh City,31,26,18.4,83,3/7/2009
Ho Chi Minh City,34,26,0.1,60,3/7/2010
Ho Chi Minh City,36,25,0.1,66,3/7/2011
Ho Chi Minh City,35,25,6.7,71,3/7/2012
Ho Chi Minh City,36,26,0,58,3/7/2013
Ho Chi Minh City,36,24,0,67,3/7/2014
Ho Chi Minh City,35,25,0,61,3/7/2015
Ho Chi Minh City,35,25,0,63,3/7/2016
Ho Chi Minh City,35,25,0,62,3/7/2017
Ho Chi Minh City,38,27,0,56,3/7/2018
Ho Chi Minh City,36,26,0,60,3/7/2019
Ho Chi Minh City,37,25,0,62,3/7/2020
Ho Chi Minh City,37,25,0,61,3/7/2021
Ho Chi Minh City,32,24,11.6,80,3/8/2009
Ho Chi Minh City,36,27,0,60,3/8/2010
Ho Chi Minh City,36,25,0.8,67,3/8/2011
Ho Chi Minh City,35,26,6.8,71,3/8/2012
Ho Chi Minh City,36,26,0,57,3/8/2013
Ho Chi Minh City,36,24,0,63,3/8/2014
Ho Chi Minh City,36,25,0,58,3/8/2015
Ho Chi Minh City,39,24,0,65,3/8/2016
Ho Chi Minh City,34,24,0,62,3/8/2017
Ho Chi Minh City,38,27,0,51,3/8/2018
Ho Chi Minh City,36,25,0,63,3/8/2019
Ho Chi Minh City,38,25,0,65,3/8/2020
Ho Chi Minh City,37,27,0,51,3/8/2021
Ho Chi Minh City,33,25,5.6,75,3/9/2009
Ho Chi Minh City,35,27,4.3,68,3/9/2010
Ho Chi Minh City,36,25,1.2,64,3/9/2011
Ho Chi Minh City,36,25,0,70,3/9/2012
Ho Chi Minh City,37,25,0,59,3/9/2013
Ho Chi Minh City,37,24,0,65,3/9/2014
Ho Chi Minh City,36,25,0,59,3/9/2015
Ho Chi Minh City,37,25,0,66,3/9/2016
Ho Chi Minh City,35,24,0,61,3/9/2017
Ho Chi Minh City,37,27,0,50,3/9/2018
Ho Chi Minh City,36,26,0,63,3/9/2019
Ho Chi Minh City,36,25,0.3,66,3/9/2020
Ho Chi Minh City,36,26,0,54,3/9/2021
Ho Chi Minh City,37,26,0.5,62,3/10/2009
Ho Chi Minh City,38,26,0.5,55,3/10/2010
Ho Chi Minh City,36,25,4.8,64,3/10/2011
Ho Chi Minh City,36,25,0,61,3/10/2012
Ho Chi Minh City,36,25,0,64,3/10/2013
Ho Chi Minh City,36,24,0,61,3/10/2014
Ho Chi Minh City,26,25,0,64,3/10/2015
Ho Chi Minh City,36,25,0,65,3/10/2016
Ho Chi Minh City,36,23,0,62,3/10/2017
Ho Chi Minh City,37,26,0,48,3/10/2018
Ho Chi Minh City,36,25,0,62,3/10/2019
Ho Chi Minh City,36,26,0.1,67,3/10/2020
Ho Chi Minh City,36,25,0,50,3/10/2021
Ho Chi Minh City,35,26,0.2,64,2/18/2009
Ho Chi Minh City,37,25,0,55,2/18/2010
Ho Chi Minh City,37,24,0,65,2/18/2011
Ho Chi Minh City,32,24,3.6,73,2/18/2012
Ho Chi Minh City,38,25,0,56,2/18/2013
Ho Chi Minh City,36,24,0,64,2/18/2014
Ho Chi Minh City,36,24,0,60,2/18/2015
Ho Chi Minh City,35,25,0,55,2/18/2016
Ho Chi Minh City,33,23,0,64,2/18/2017
Ho Chi Minh City,33,26,1.5,64,2/18/2018
Ho Chi Minh City,34,24,0,69,2/18/2019
Ho Chi Minh City,36,25,0.3,51,2/18/2020
Ho Chi Minh City,34,25,0,53,2/18/2021
Ho Chi Minh City,37,26,0.2,59,3/11/2009
Ho Chi Minh City,38,26,0.1,48,3/11/2010
Ho Chi Minh City,37,25,2.3,62,3/11/2011
Ho Chi Minh City,37,26,1.6,57,3/11/2012
Ho Chi Minh City,37,25,0,65,3/11/2013
Ho Chi Minh City,37,25,0,58,3/11/2014
Ho Chi Minh City,35,25,0.2,58,3/11/2015
Ho Chi Minh City,35,25,0,64,3/11/2016
Ho Chi Minh City,36,24,0,64,3/11/2017
Ho Chi Minh City,37,26,0,49,3/11/2018
Ho Chi Minh City,39,27,0,58,3/11/2019
Ho Chi Minh City,35,26,0.2,63,3/11/2020
Ho Chi Minh City,37,26,0,51,3/11/2021
Ho Chi Minh City,36,27,0.3,60,3/12/2009
Ho Chi Minh City,39,26,0,51,3/12/2010
Ho Chi Minh City,37,25,0.7,58,3/12/2011
Ho Chi Minh City,37,27,1.7,56,3/12/2012
Ho Chi Minh City,36,25,0,64,3/12/2013
Ho Chi Minh City,39,25,0,59,3/12/2014
Ho Chi Minh City,36,25,0,58,3/12/2015
Ho Chi Minh City,36,26,0,58,3/12/2016
Ho Chi Minh City,36,24,0,65,3/12/2017
Ho Chi Minh City,38,26,0,51,3/12/2018
Ho Chi Minh City,36,27,0,62,3/12/2019
Ho Chi Minh City,38,26,0,54,3/12/2020
Ho Chi Minh City,37,26,0,51,3/12/2021
Ho Chi Minh City,35,27,0,56,3/13/2009
Ho Chi Minh City,36,26,0,54,3/13/2010
Ho Chi Minh City,34,25,0,58,3/13/2011
Ho Chi Minh City,37,27,0.1,55,3/13/2012
Ho Chi Minh City,37,25,0.3,66,3/13/2013
Ho Chi Minh City,38,24,0,65,3/13/2014
Ho Chi Minh City,36,25,0,59,3/13/2015
Ho Chi Minh City,36,26,0,65,3/13/2016
Ho Chi Minh City,35,25,0,63,3/13/2017
Ho Chi Minh City,37,26,0,52,3/13/2018
Ho Chi Minh City,35,27,0.1,62,3/13/2019
Ho Chi Minh City,38,26,0,59,3/13/2020
Ho Chi Minh City,37,26,0,50,3/13/2021
Ho Chi Minh City,33,27,0.3,60,3/14/2009
Ho Chi Minh City,37,27,0,53,3/14/2010
Ho Chi Minh City,38,24,0,60,3/14/2011
Ho Chi Minh City,38,27,0,55,3/14/2012
Ho Chi Minh City,37,25,0.1,67,3/14/2013
Ho Chi Minh City,38,26,0,64,3/14/2014
Ho Chi Minh City,36,25,0,60,3/14/2015
Ho Chi Minh City,36,25,0,66,3/14/2016
Ho Chi Minh City,35,26,0.1,60,3/14/2017
Ho Chi Minh City,35,26,0,61,3/14/2018
Ho Chi Minh City,34,27,0,61,3/14/2019
Ho Chi Minh City,37,26,0,62,3/14/2020
Ho Chi Minh City,36,26,0,55,3/14/2021
Ho Chi Minh City,36,25,0.2,57,3/15/2009
Ho Chi Minh City,40,25,0,54,3/15/2010
Ho Chi Minh City,37,25,0.4,65,3/15/2011
Ho Chi Minh City,37,27,1.8,59,3/15/2012
Ho Chi Minh City,38,26,2.5,65,3/15/2013
Ho Chi Minh City,39,26,0,53,3/15/2014
Ho Chi Minh City,36,25,0.2,60,3/15/2015
Ho Chi Minh City,36,26,0,63,3/15/2016
Ho Chi Minh City,36,26,0,63,3/15/2017
Ho Chi Minh City,34,26,1.4,65,3/15/2018
Ho Chi Minh City,37,26,0,59,3/15/2019
Ho Chi Minh City,37,26,0,53,3/15/2020
Ho Chi Minh City,36,24,0,61,3/15/2021
Ho Chi Minh City,28,25,4.7,85,2/15/2009
Ho Chi Minh City,37,25,0,55,2/15/2010
Ho Chi Minh City,37,24,0.5,59,2/15/2011
Ho Chi Minh City,34,24,0,70,2/15/2012
Ho Chi Minh City,38,25,0.4,60,2/15/2013
Ho Chi Minh City,35,23,0,63,2/15/2014
Ho Chi Minh City,33,23,0,65,2/15/2015
Ho Chi Minh City,36,25,0,61,2/15/2016
Ho Chi Minh City,33,22,0,55,2/15/2017
Ho Chi Minh City,36,23,0,59,2/15/2018
Ho Chi Minh City,35,24,0,49,2/15/2019
Ho Chi Minh City,34,24,0,67,2/15/2020
Ho Chi Minh City,32,22,0,68,2/15/2021
Ho Chi Minh City,34,26,0.2,57,3/16/2009
Ho Chi Minh City,38,27,0,45,3/16/2010
Ho Chi Minh City,37,24,1.9,62,3/16/2011
Ho Chi Minh City,37,26,7.6,67,3/16/2012
Ho Chi Minh City,38,26,0,61,3/16/2013
Ho Chi Minh City,39,26,0,53,3/16/2014
Ho Chi Minh City,36,25,0.6,60,3/16/2015
Ho Chi Minh City,35,26,0,66,3/16/2016
Ho Chi Minh City,35,26,1.7,66,3/16/2017
Ho Chi Minh City,34,26,6.5,65,3/16/2018
Ho Chi Minh City,38,27,0,56,3/16/2019
Ho Chi Minh City,38,27,0,54,3/16/2020
Ho Chi Minh City,36,24,0,65,3/16/2021
Ho Chi Minh City,33,25,0,63,3/3/2009
Ho Chi Minh City,35,26,0,61,3/3/2010
Ho Chi Minh City,34,24,0,63,3/3/2011
Ho Chi Minh City,36,25,0,62,3/3/2012
Ho Chi Minh City,39,25,0.2,62,3/3/2013
Ho Chi Minh City,36,23,0,64,3/3/2014
Ho Chi Minh City,35,25,0,62,3/3/2015
Ho Chi Minh City,35,25,0,54,3/3/2016
Ho Chi Minh City,35,25,0,57,3/3/2017
Ho Chi Minh City,34,26,0,68,3/3/2018
Ho Chi Minh City,34,25,0,60,3/3/2019
Ho Chi Minh City,36,26,0,54,3/3/2020
Ho Chi Minh City,36,26,0,58,3/3/2021
Ho Chi Minh City,35,27,2.6,64,3/18/2009
Ho Chi Minh City,39,27,0,46,3/18/2010
Ho Chi Minh City,37,25,6.5,68,3/18/2011
Ho Chi Minh City,36,25,0,64,3/18/2012
Ho Chi Minh City,37,26,1,67,3/18/2013
Ho Chi Minh City,39,26,0,61,3/18/2014
Ho Chi Minh City,36,25,0.4,61,3/18/2015
Ho Chi Minh City,36,25,0,64,3/18/2016
Ho Chi Minh City,35,26,0,64,3/18/2017
Ho Chi Minh City,36,26,0,57,3/18/2018
Ho Chi Minh City,38,28,0,51,3/18/2019
Ho Chi Minh City,38,25,0,58,3/18/2020
Ho Chi Minh City,38,25,0,65,3/18/2021
Ho Chi Minh City,34,26,0,63,3/19/2009
Ho Chi Minh City,37,25,0,47,3/19/2010
Ho Chi Minh City,35,25,8.3,68,3/19/2011
Ho Chi Minh City,36,25,2.9,66,3/19/2012
Ho Chi Minh City,37,26,0.1,67,3/19/2013
Ho Chi Minh City,36,25,0,64,3/19/2014
Ho Chi Minh City,35,25,0.8,63,3/19/2015
Ho Chi Minh City,37,24,0,65,3/19/2016
Ho Chi Minh City,35,26,13.2,66,3/19/2017
Ho Chi Minh City,36,26,0,61,3/19/2018
Ho Chi Minh City,36,27,0,55,3/19/2019
Ho Chi Minh City,36,25,0,58,3/19/2020
Ho Chi Minh City,37,25,0,65,3/19/2021
Ho Chi Minh City,32,26,19.5,78,3/5/2009
Ho Chi Minh City,34,26,0.2,60,3/5/2010
Ho Chi Minh City,34,24,0.7,63,3/5/2011
Ho Chi Minh City,36,25,0,68,3/5/2012
Ho Chi Minh City,39,25,1.2,57,3/5/2013
Ho Chi Minh City,35,23,0,67,3/5/2014
Ho Chi Minh City,35,25,0,63,3/5/2015
Ho Chi Minh City,37,25,0,59,3/5/2016
Ho Chi Minh City,36,24,0,63,3/5/2017
Ho Chi Minh City,34,26,0,64,3/5/2018
Ho Chi Minh City,36,24,0,62,3/5/2019
Ho Chi Minh City,35,25,0,60,3/5/2020
Ho Chi Minh City,38,25,0,52,3/5/2021
Ho Chi Minh City,36,26,0.1,61,3/20/2009
Ho Chi Minh City,35,26,0,56,3/20/2010
Ho Chi Minh City,37,25,11.1,70,3/20/2011
Ho Chi Minh City,36,25,12.9,69,3/20/2012
Ho Chi Minh City,36,26,0,64,3/20/2013
Ho Chi Minh City,38,25,0,62,3/20/2014
Ho Chi Minh City,34,25,0.2,65,3/20/2015
Ho Chi Minh City,36,25,0,65,3/20/2016
Ho Chi Minh City,35,25,4.9,67,3/20/2017
Ho Chi Minh City,36,26,1.1,65,3/20/2018
Ho Chi Minh City,35,27,0,58,3/20/2019
Ho Chi Minh City,36,25,0,61,3/20/2020
Ho Chi Minh City,34,27,2.8,67,3/20/2021
Ho Chi Minh City,34,26,4.3,65,3/22/2009
Ho Chi Minh City,36,26,0,59,3/22/2010
Ho Chi Minh City,35,24,1,72,3/22/2011
Ho Chi Minh City,34,25,2.8,70,3/22/2012
Ho Chi Minh City,37,26,0,63,3/22/2013
Ho Chi Minh City,38,26,0,55,3/22/2014
Ho Chi Minh City,35,25,0,60,3/22/2015
Ho Chi Minh City,36,26,0,64,3/22/2016
Ho Chi Minh City,33,26,0.1,66,3/22/2017
Ho Chi Minh City,34,26,15.6,65,3/22/2018
Ho Chi Minh City,36,27,0.8,63,3/22/2019
Ho Chi Minh City,36,24,0,66,3/22/2020
Ho Chi Minh City,38,26,0.2,53,3/22/2021
Ho Chi Minh City,35,27,0.1,59,3/24/2009
Ho Chi Minh City,36,27,2.1,63,3/24/2010
Ho Chi Minh City,32,25,0.6,73,3/24/2011
Ho Chi Minh City,35,26,6.1,69,3/24/2012
Ho Chi Minh City,38,27,12.3,65,3/24/2013
Ho Chi Minh City,27,26,0,72,3/24/2014
Ho Chi Minh City,36,25,0,55,3/24/2015
Ho Chi Minh City,35,26,0,62,3/24/2016
Ho Chi Minh City,36,25,0,62,3/24/2017
Ho Chi Minh City,37,26,0,50,3/24/2018
Ho Chi Minh City,36,28,1.3,62,3/24/2019
Ho Chi Minh City,36,25,0,62,3/24/2020
Ho Chi Minh City,36,24,8.5,57,3/24/2021
Ho Chi Minh City,33,27,2.3,61,3/17/2009
Ho Chi Minh City,37,26,0,51,3/17/2010
Ho Chi Minh City,34,25,8.2,63,3/17/2011
Ho Chi Minh City,36,26,0,63,3/17/2012
Ho Chi Minh City,37,26,2.3,65,3/17/2013
Ho Chi Minh City,39,27,0.6,59,3/17/2014
Ho Chi Minh City,35,25,0.4,61,3/17/2015
Ho Chi Minh City,34,26,0.1,66,3/17/2016
Ho Chi Minh City,34,26,0.2,67,3/17/2017
